,Name,Year,Salaries,Rank
6921,Justin Holiday,2003,NA,1308
6922,Jerel McNeal,2003,NA,1309
6923,Justin Dentmon,2003,NA,1310
6924,Josh Akognon,2003,NA,1311
6925,Henry Sims,2003,NA,1312
6926,Anthony Bennett,2003,NA,1313
6927,Victor Oladipo,2003,NA,1314
6928,Otto Porter,2003,NA,1315
6929,Cody Zeller,2003,NA,1316
6930,Alex Len,2003,NA,1317
6931,Nerlens Noel,2003,NA,1318
6932,Ben McLemore,2003,NA,1319
6933,Kentavious Caldwell-Pope,2003,NA,1320
6934,Trey Burke,2003,NA,1321
6935,CJ McCollum,2003,NA,1322
6936,Michael Carter-Williams,2003,NA,1323
6937,Steven Adams,2003,NA,1324
6938,Vitor Faverani,2003,NA,1325
6939,Kelly Olynyk,2003,NA,1326
6940,Shabazz Muhammad,2003,NA,1327
6941,Giannis Antetokounmpo,2003,NA,1328
6942,Gigi Datome,2003,NA,1329
6943,Dennis Schroeder,2003,NA,1330
6944,Shane Larkin,2003,NA,1331
6945,Sergey Karasev,2003,NA,1332
6946,Tony Snell,2003,NA,1333
6947,Gorgui Dieng,2003,NA,1334
6948,Scotty Hopson,2003,NA,1335
6949,Mason Plumlee,2003,NA,1336
6950,Solomon Hill,2003,NA,1337
6951,Pero Antic,2003,NA,1338
6952,Tim Hardaway Jr,2003,NA,1339
6953,Reggie Bullock,2003,NA,1340
6954,Andre Roberson,2003,NA,1341
6955,Rudy Gobert,2003,NA,1342
6956,Archie Goodwin,2003,NA,1343
6957,Nemanja Nedovic,2003,NA,1344
6958,Allen Crabbe,2003,NA,1345
6959,Dwight Buycks,2003,NA,1346
6960,Isaiah Canaan,2003,NA,1347
6961,Ricky Ledo,2003,NA,1348
6962,Jamaal Franklin,2003,NA,1349
6963,Ray McCallum,2003,NA,1350
6964,Phil Pressey,2003,NA,1351
6965,Matthew Dellavedova,2003,NA,1352
6966,Carrick Felix,2003,NA,1353
6967,Gal Mekel,2003,NA,1354
6968,Tony Mitchell,2003,NA,1355
6969,Peyton Siva,2003,NA,1356
6970,Ognjen Kuzmic,2003,NA,1357
6971,Robert Covington,2003,NA,1358
6972,Ryan Kelly,2003,NA,1359
6973,Nick Calathes,2003,NA,1360
6974,Miroslav Raduljica,2003,NA,1361
6975,Nate Wolters,2003,NA,1362
6976,Robbie Hummel,2003,NA,1363
6977,Jeff Withey,2003,NA,1364
6978,Toure Murry,2003,NA,1365
6979,Brandon Davies,2003,NA,1366
6980,Hollis Thompson,2003,NA,1367
6981,Ian Clark,2003,NA,1368
6982,Glen Rice Jr,2003,NA,1369
6983,Erik Murphy,2003,NA,1370
6984,Christapher Johnson,2003,NA,1371
6985,Dewayne Dedmon,2003,NA,1372
6986,Chris Smith,2003,NA,1373
6987,Mike Muscala,2003,NA,1374
6988,Troy Daniels,2003,NA,1375
6989,James Southerland,2003,NA,1376
6990,Chris Babb,2003,NA,1377
6991,Justin Hamilton,2003,NA,1378
6992,Jorge Gutierrez,2003,NA,1379
6993,Arinze Onuaku,2003,NA,1380
6994,Othyus Jeffers,2003,NA,1381
6995,Elias Harris,2003,NA,1382
6996,Casper Ware,2003,NA,1383
6997,Seth Curry,2003,NA,1384
6998,James Nunnally,2003,NA,1385
6999,Willie Reed,2003,NA,1386
7000,Vander Blue,2003,NA,1387
7001,Shane Edwards,2003,NA,1388
7002,DJ Stephens,2003,NA,1389
7003,Andrew Wiggins,2003,NA,1390
7004,Nikola Mirotic,2003,NA,1391
7005,Jabari Parker,2003,NA,1392
7006,Kostas Papanikolaou,2003,NA,1393
7007,Joel Embiid,2003,NA,1394
7008,Aaron Gordon,2003,NA,1395
7009,Dante Exum,2003,NA,1396
7010,Marcus Smart,2003,NA,1397
7011,Bojan Bogdanovic,2003,NA,1398
7012,Julius Randle,2003,NA,1399
7013,Furkan Aldemir,2003,NA,1400
7014,Nik Stauskas,2003,NA,1401
7015,Noah Vonleh,2003,NA,1402
7016,Elfrid Payton,2003,NA,1403
7017,Doug McDermott,2003,NA,1404
7018,Zach LaVine,2003,NA,1405
7019,TJ Warren,2003,NA,1406
7020,Adreian Payne,2003,NA,1407
7021,Joffrey Lauvergne,2003,NA,1408
7022,Jusuf Nurkic,2003,NA,1409
7023,Lucas Nogueira,2003,NA,1410
7024,Zoran Dragic,2003,NA,1411
7025,James Young,2003,NA,1412
7026,Tyler Ennis,2003,NA,1413
7027,Gary Harris,2003,NA,1414
7028,Bruno Caboclo,2003,NA,1415
7029,Mitch McGary,2003,NA,1416
7030,Jordan Adams,2003,NA,1417
7031,Rodney Hood,2003,NA,1418
7032,Shabazz Napier,2003,NA,1419
7033,Clint Capela,2003,NA,1420
7034,PJ Hairston,2003,NA,1421
7035,CJ Wilcox,2003,NA,1422
7036,Damjan Rudez,2003,NA,1423
7037,Kyle Anderson,2003,NA,1424
7038,Joe Harris,2003,NA,1425
7039,Devyn Marble,2003,NA,1426
7040,Jerami Grant,2003,NA,1427
7041,Damien Inglis,2003,NA,1428
7042,Grant Jerrett,2003,NA,1429
7043,Spencer Dinwiddie,2003,NA,1430
7044,Johnny O'Bryant,2003,NA,1431
7045,Markel Brown,2003,NA,1432
7046,Cory Jefferson,2003,NA,1433
7047,Cameron Bairstow,2003,NA,1434
7048,Dwight Powell,2003,NA,1435
7049,Erick Green,2003,NA,1436
7050,KJ McDaniels,2003,NA,1437
7051,Nick Johnson,2003,NA,1438
7052,Shayne Whittington,2003,NA,1439
7053,Jordan Clarkson,2003,NA,1440
7054,Tarik Black,2003,NA,1441
7055,Jarnell Stokes,2003,NA,1442
7056,Russ Smith,2003,NA,1443
7057,James Ennis,2003,NA,1444
7058,Glenn Robinson III,2003,NA,1445
7059,Patric Young,2003,NA,1446
7060,Cleanthony Early,2003,NA,1447
7061,Travis Wear,2003,NA,1448
7062,JaKarr Sampson,2003,NA,1449
7063,Eric Moreland,2003,NA,1450
7064,Joe Ingles,2003,NA,1451
7065,Lorenzo Brown,2003,NA,1452
7066,Elijah Millsap,2003,NA,1453
7067,Langston Galloway,2003,NA,1454
7068,Tyler Johnson,2003,NA,1455
7069,Andre Dawkins,2003,NA,1456
7070,James Michael McAdoo,2003,NA,1457
7071,JaMychal Green,2003,NA,1458
7072,Alex Kirk,2003,NA,1459
7073,Kalin Lucas,2003,NA,1460
7074,Bryce Cotton,2003,NA,1461
7075,Jack Cooley,2003,NA,1462
7076,Tim Frazier,2003,NA,1463
7077,Will Cherry,2003,NA,1464
7078,Jabari Brown,2003,NA,1465
7079,Drew Gordon,2003,NA,1466
7080,David Stockton,2003,NA,1467
7081,Larry Drew II,2003,NA,1468
7082,Sim Bhullar,2003,NA,1469
7083,Jarell Eddie,2003,NA,1470
7084,Sean Kilpatrick,2003,NA,1471
7085,David Wear,2003,NA,1472
7086,Karl-Anthony Towns,2003,NA,1473
7087,D'Angelo Russell,2003,NA,1474
7088,Jahlil Okafor,2003,NA,1475
7089,Kristaps Porzingis,2003,NA,1476
7090,Nemanja Bjelica,2003,NA,1477
7091,Mario Hezonja,2003,NA,1478
7092,Willie Cauley-Stein,2003,NA,1479
7093,Emmanuel Mudiay,2003,NA,1480
7094,Stanley Johnson,2003,NA,1481
7095,Tibor Pleiss,2003,NA,1482
7096,Frank Kaminsky,2003,NA,1483
7097,Justise Winslow,2003,NA,1484
7098,Myles Turner,2003,NA,1485
7099,Trey Lyles,2003,NA,1486
7100,Devin Booker,2003,NA,1487
7101,Cameron Payne,2003,NA,1488
7102,Kelly Oubre,2003,NA,1489
7103,Terry Rozier,2003,NA,1490
7104,Rashad Vaughn,2003,NA,1491
7105,Sam Dekker,2003,NA,1492
7106,Jerian Grant,2003,NA,1493
7107,Delon Wright,2003,NA,1494
7108,Justin Anderson,2003,NA,1495
7109,Bobby Portis,2003,NA,1496
7110,Rondae Hollis-Jefferson,2003,NA,1497
7111,Nikola Jokic,2003,NA,1498
7112,Tyus Jones,2003,NA,1499
7113,Sasha Kaun,2003,NA,1500
7114,Jarell Martin,2003,NA,1501
7115,Boban Marjanovic,2003,NA,1502
7116,Jordan Mickey,2003,NA,1503
7117,Larry Nance Jr,2003,NA,1504
7118,RJ Hunter,2003,NA,1505
7119,Chris McCullough,2003,NA,1506
7120,Josh Huestis,2003,NA,1507
7121,Kevon Looney,2003,NA,1508
7122,Richaun Holmes,2003,NA,1509
7123,Rakeem Christmas,2003,NA,1510
7124,Joseph Young,2003,NA,1511
7125,Walter Tavares,2003,NA,1512
7126,Montrezl Harrell,2003,NA,1513
7127,Raul Neto,2003,NA,1514
7128,Pierre Jackson,2003,NA,1515
7129,Norman Powell,2003,NA,1516
7130,Pat Connaughton,2003,NA,1517
7131,Darrun Hilliard,2003,NA,1518
7132,Lamar Patterson,2003,NA,1519
7133,Aaron Harrison,2003,NA,1520
7134,Cristiano Felicio,2003,NA,1521
7135,Salah Mejri,2003,NA,1522
7136,Maurice Ndour,2003,NA,1523
7137,Branden Dawson,2003,NA,1524
7138,Marcelo Huertas,2003,NA,1525
7139,Anthony Brown,2003,NA,1526
7140,Michael Frazier,2003,NA,1527
7141,Josh Richardson,2003,NA,1528
7142,TJ McConnell,2003,NA,1529
7143,Cliff Alexander,2003,NA,1530
7144,Luis Montero,2003,NA,1531
7145,Duje Dukan,2003,NA,1532
7146,Jonathon Simmons,2003,NA,1533
7147,Treveon Graham,2003,NA,1534
7148,Christian Wood,2003,NA,1535
7149,Scottie Wilbekin,2003,NA,1536
7150,Jordan McRae,2003,NA,1537
7151,Xavier Munford,2003,NA,1538
7152,Alan Williams,2003,NA,1539
7153,Jonathan Holmes,2003,NA,1540
7154,Alex Stepheson,2003,NA,1541
7155,Axel Toupane,2003,NA,1542
7156,Bryce Dejean-Jones,2003,NA,1543
7157,Keith Appling,2003,NA,1544
7158,Coty Clarke,2003,NA,1545
7159,Briante Weber,2003,NA,1546
7160,Thanasis Antetokounmpo,2003,NA,1547
7161,JJ O'Brien,2003,NA,1548
7162,John Holland,2003,NA,1549
7163,Alex Abrines,2003,NA,1550
7164,Ben Simmons,2003,NA,1551
7165,Brandon Ingram,2003,NA,1552
7166,Jaylen Brown,2003,NA,1553
7167,Dragan Bender,2003,NA,1554
7168,Kris Dunn,2003,NA,1555
7169,Buddy Hield,2003,NA,1556
7170,Jamal Murray,2003,NA,1557
7171,Marquese Chriss,2003,NA,1558
7172,Mindaugas Kuzminskas,2003,NA,1559
7173,Tomas Satoransky,2003,NA,1560
7174,Jakob Poeltl,2003,NA,1561
7175,Thon Maker,2003,NA,1562
7176,Malcolm Delaney,2003,NA,1563
7177,Domantas Sabonis,2003,NA,1564
7178,Taurean Prince,2003,NA,1565
7179,Dario Saric,2003,NA,1566
7180,Georgios Papagiannis,2003,NA,1567
7181,Denzel Valentine,2003,NA,1568
7182,Juan Hernangomez,2003,NA,1569
7183,Wade Baldwin,2003,NA,1570
7184,Henry Ellenson,2003,NA,1571
7185,Malik Beasley,2003,NA,1572
7186,Caris LeVert,2003,NA,1573
7187,DeAndre Bembry,2003,NA,1574
7188,Demetrius Jackson,2003,NA,1575
7189,Malachi Richardson,2003,NA,1576
7190,Willy Hernangomez,2003,NA,1577
7191,Deyonta Davis,2003,NA,1578
7192,Timothe Luwawu,2003,NA,1579
7193,Brice Johnson,2003,NA,1580
7194,Pascal Siakam,2003,NA,1581
7195,Skal Labissiere,2003,NA,1582
7196,Livio Jean-Charles,2003,NA,1583
7197,Dejounte Murray,2003,NA,1584
7198,Damian Jones,2003,NA,1585
7199,Isaiah Whitehead,2003,NA,1586
7200,Ivica Zubac,2003,NA,1587
7201,Stephen Zimmerman,2003,NA,1588
7202,Andrew Harrison,2003,NA,1589
7203,Tyler Ulis,2003,NA,1590
7204,Malcolm Brogdon,2003,NA,1591
7205,Paul Zipser,2003,NA,1592
7206,Jonathan Gibson,2003,NA,1593
7207,Troy Williams,2003,NA,1594
7208,AJ Hammons,2003,NA,1595
7209,Michael Gbinije,2003,NA,1596
7210,Georges Niang,2003,NA,1597
7211,Jake Layman,2003,NA,1598
7212,Joel Bolomboy,2003,NA,1599
7213,Gary Payton II,2003,NA,1600
7214,Kay Felder,2003,NA,1601
7215,Nicolas Brussino,2003,NA,1602
7216,Dorian Finney-Smith,2003,NA,1603
7217,Patrick McCaw,2003,NA,1604
7218,Kyle Wiltjer,2003,NA,1605
7219,Chinanu Onuaku,2003,NA,1606
7220,Diamond Stone,2003,NA,1607
7221,Rodney McGruder,2003,NA,1608
7222,Cheick Diallo,2003,NA,1609
7223,Ron Baker,2003,NA,1610
7224,Marshall Plumlee,2003,NA,1611
7225,Semaj Christon,2003,NA,1612
7226,Derrick Jones,2003,NA,1613
7227,Tim Quarterman,2003,NA,1614
7228,Davis Bertans,2003,NA,1615
7229,Bryn Forbes,2003,NA,1616
7230,Fred VanVleet,2003,NA,1617
7231,Daniel Ochefu,2003,NA,1618
7232,Sheldon Mac,2003,NA,1619
7233,Danuel House,2003,NA,1620
7234,Chasson Randle,2003,NA,1621
7235,Yogi Ferrell,2003,NA,1622
7236,Okaro White,2003,NA,1623
7237,Isaiah Taylor,2003,NA,1624
7238,Ben Bentil,2003,NA,1625
7239,Nicolas Laprovittola,2003,NA,1626
7240,Brandon Paul,2003,NA,1627
7241,Shawn Long,2003,NA,1628
7242,Mike Tobey,2003,NA,1629
7243,Patricio Garino,2003,NA,1630
7244,Jarrod Uthoff,2003,NA,1631
7245,Marcus Paige,2003,NA,1632
7246,Wayne Selden,2003,NA,1633
7247,Egidijus Mockevicius,2003,NA,1634
7248,Stefan Jankovic,2003,NA,1635
7249,JP Tokoto,2003,NA,1636
7250,Isaiah Cousins,2003,NA,1637
7251,Quinn Cook,2003,NA,1638
7252,Marcus Georges-Hunt,2003,NA,1639
7253,Prince Ibeh,2003,NA,1640
7254,Keith Benson,2003,NA,1641
7255,Kaleb Tarczewski,2003,NA,1642
7256,Ryan Arcidiacono,2003,NA,1643
7257,Quincy Ford,2003,NA,1644
7258,Alex Poythress,2003,NA,1645
7259,David Nwaba,2003,NA,1646
7260,Kyle Collinsworth,2003,NA,1647
7261,Thomas Walkup,2003,NA,1648
7262,James Webb,2003,NA,1649
7263,Zach Auguste,2003,NA,1650
7264,Brady Heslip,2003,NA,1651
7265,Matt Costello,2003,NA,1652
7266,Damion Lee,2003,NA,1653
7267,DJ Kennedy,2003,NA,1654
7268,Scott Wood,2003,NA,1655
7269,Elgin Cook,2003,NA,1656
7270,Alex Caruso,2003,NA,1657
7271,Anthony Barber,2003,NA,1658
7272,EJ Singler,2003,NA,1659
7273,Beau Beech,2003,NA,1660
7274,Nikola Jovanovic,2003,NA,1661
7275,Jalen Jones,2003,NA,1662
7276,Nick Zeisloft,2003,NA,1663
7277,Bogdan Bogdanovic,2003,NA,1664
7278,Markelle Fultz,2003,NA,1665
7279,Lonzo Ball,2003,NA,1666
7280,Milos Teodosic,2003,NA,1667
7281,Jayson Tatum,2003,NA,1668
7282,Josh Jackson,2003,NA,1669
7283,De'Aaron Fox,2003,NA,1670
7284,Jonathan Isaac,2003,NA,1671
7285,Lauri Markkanen,2003,NA,1672
7286,Frank Ntilikina,2003,NA,1673
7287,Dennis Smith,2003,NA,1674
7288,Zach Collins,2003,NA,1675
7289,Malik Monk,2003,NA,1676
7290,Luke Kennard,2003,NA,1677
7291,Cedi Osman,2003,NA,1678
7292,Donovan Mitchell,2003,NA,1679
7293,Bam Adebayo,2003,NA,1680
7294,Justin Jackson,2003,NA,1681
7295,Guerschon Yabusele,2003,NA,1682
7296,Justin Patton,2003,NA,1683
7297,DJ Wilson,2003,NA,1684
7298,TJ Leaf,2003,NA,1685
7299,John Collins,2003,NA,1686
7300,Harry Giles,2003,NA,1687
7301,Terrance Ferguson,2003,NA,1688
7302,Jarrett Allen,2003,NA,1689
7303,Ante Zizic,2003,NA,1690
7304,OG Anunoby,2003,NA,1691
7305,Tyler Lydon,2003,NA,1692
7306,Furkan Korkmaz,2003,NA,1693
7307,Caleb Swanigan,2003,NA,1694
7308,Kyle Kuzma,2003,NA,1695
7309,Tony Bradley,2003,NA,1696
7310,Derrick White,2003,NA,1697
7311,Josh Hart,2003,NA,1698
7312,Semi Ojeleye,2003,NA,1699
7313,Frank Mason,2003,NA,1700
7314,Abdel Nader,2003,NA,1701
7315,Damyean Dotson,2003,NA,1702
7316,Wesley Iwundu,2003,NA,1703
7317,Ike Anigbogu,2003,NA,1704
7318,Rade Zagorac,2003,NA,1705
7319,Ivan Rabb,2003,NA,1706
7320,Tyler Dorsey,2003,NA,1707
7321,Daniel Theis,2003,NA,1708
7322,Dwayne Bacon,2003,NA,1709
7323,Maxi Kleber,2003,NA,1710
7324,Jordan Bell,2003,NA,1711
7325,Zhou Qi,2003,NA,1712
7326,Jawun Evans,2003,NA,1713
7327,Sindarius Thornwell,2003,NA,1714
7328,Thomas Bryant,2003,NA,1715
7329,Dillon Brooks,2003,NA,1716
7330,Sterling Brown,2003,NA,1717
7331,Frank Jackson,2003,NA,1718
7332,Dakari Johnson,2003,NA,1719
7333,Khem Birch,2003,NA,1720
7334,Davon Reed,2003,NA,1721
7335,Alfonzo McKinnie,2003,NA,1722
7336,Royce O'Neale,2003,NA,1723
7337,Antonius Cleveland,2003,NA,1724
7338,Cameron Oliver,2003,NA,1725
7339,Shaquille Harrison,2003,NA,1726
7340,Jaylen Morris,2003,NA,1727
7341,Nigel Hayes,2003,NA,1728
7342,Omari Johnson,2003,NA,1729
7343,Naz Long,2003,NA,1730
7344,Rodney Purvis,2003,NA,1731
7345,Milton Doyle,2003,NA,1732
7346,Walter Lemon Jr,2003,NA,1733
7347,Josh Gray,2003,NA,1734
7348,Jaylen Johnson,2003,NA,1735
7349,CJ Fair,2003,NA,1736
7350,Josh Magette,2003,NA,1737
7351,Tyler Cavanaugh,2003,NA,1738
7352,Andrew White,2003,NA,1739
7353,Kadeem Allen,2003,NA,1740
7354,Jabari Bird,2003,NA,1741
7355,Yakuba Ouattara,2003,NA,1742
7356,Jacob Wiley,2003,NA,1743
7357,Mangok Mathiang,2003,NA,1744
7358,Antonio Blakeney,2003,NA,1745
7359,London Perrantes,2003,NA,1746
7360,Johnathan Motley,2003,NA,1747
7361,Gian Clavell,2003,NA,1748
7362,Torrey Craig,2003,NA,1749
7363,Monte Morris,2003,NA,1750
7364,Reggie Hearn,2003,NA,1751
7365,Chris Boucher,2003,NA,1752
7366,Edmond Sumner,2003,NA,1753
7367,Ben Moore,2003,NA,1754
7368,Jamil Wilson,2003,NA,1755
7369,CJ Williams,2003,NA,1756
7370,Tyrone Wallace,2003,NA,1757
7371,Kobi Simmons,2003,NA,1758
7372,Vince Hunter,2003,NA,1759
7373,Myke Henry,2003,NA,1760
7374,Matt Williams,2003,NA,1761
7375,Derrick Walton,2003,NA,1762
7376,Amile Jefferson,2003,NA,1763
7377,Charles Cooke,2003,NA,1764
7378,Luke Kornet,2003,NA,1765
7379,Isaiah Hicks,2003,NA,1766
7380,Daniel Hamilton,2003,NA,1767
7381,PJ Dozier,2003,NA,1768
7382,Jamel Artis,2003,NA,1769
7383,Jacob Pullen,2003,NA,1770
7384,Alec Peters,2003,NA,1771
7385,Malcolm Miller,2003,NA,1772
7386,Eric Griffin,2003,NA,1773
7387,Erik McCree,2003,NA,1774
7388,Michael Young,2003,NA,1775
7389,Devin Robinson,2003,NA,1776
7390,Xavier Silas,2003,NA,1777
7391,Landry Nnoko,2003,NA,1778
7392,VJ Beachem,2003,NA,1779
7393,Bronson Koenig,2003,NA,1780
7394,Marcus Thornton II,2003,NA,1781
7395,Jameel Warney,2003,NA,1782
7396,Aaron Jackson,2003,NA,1783
7397,Trey McKinney-Jones,2003,NA,1784
7398,Andre Ingram,2003,NA,1785
7399,Deandre Ayton,2003,NA,1786
7400,Marvin Bagley,2003,NA,1787
7401,Luka Doncic,2003,NA,1788
7402,Trae Young,2003,NA,1789
7403,Mo Bamba,2003,NA,1790
7404,Wendell Carter,2003,NA,1791
7405,Collin Sexton,2003,NA,1792
7406,Kevin Knox,2003,NA,1793
7407,Mikal Bridges,2003,NA,1794
7408,Shai Gilgeous-Alexander,2003,NA,1795
7409,Miles Bridges,2003,NA,1796
7410,Jerome Robinson,2003,NA,1797
7411,Michael Porter,2003,NA,1798
7412,Troy Brown,2003,NA,1799
7413,Zhaire Smith,2003,NA,1800
7414,Donte DiVincenzo,2003,NA,1801
7415,Lonnie Walker,2003,NA,1802
7416,Kevin Huerter,2003,NA,1803
7417,Josh Okogie,2003,NA,1804
7418,Grayson Allen,2003,NA,1805
7419,Chandler Hutchison,2003,NA,1806
7420,Aaron Holiday,2003,NA,1807
7421,Anfernee Simons,2003,NA,1808
7422,Moritz Wagner,2003,NA,1809
7423,Landry Shamet,2003,NA,1810
7424,Rodions Kurucs,2003,NA,1811
7425,Jonah Bolden,2003,NA,1812
7426,Robert Williams,2003,NA,1813
7427,Jacob Evans,2003,NA,1814
7428,Dzanan Musa,2003,NA,1815
7429,Omari Spellman,2003,NA,1816
7430,Sviatoslav Mykhailiuk,2003,NA,1817
7431,Mitchell Robinson,2003,NA,1818
7432,Elie Okobo,2003,NA,1819
7433,Jalen Brunson,2003,NA,1820
7434,Melvin Frazier,2003,NA,1821
7435,Isaac Bonga,2003,NA,1822
7436,Devonte Graham,2003,NA,1823
7437,De'Anthony Melton,2003,NA,1824
7438,Ryan Broekhoff,2003,NA,1825
7439,Raymond Spalding,2003,NA,1826
7440,Jarred Vanderbilt,2003,NA,1827
7441,Bruce Brown,2003,NA,1828
7442,Khyri Thomas,2003,NA,1829
7443,Isaiah Hartenstein,2003,NA,1830
7444,Alize Johnson,2003,NA,1831
7445,Keita Bates-Diop,2003,NA,1832
7446,Kenrich Williams,2003,NA,1833
7447,Hamidou Diallo,2003,NA,1834
7448,Isaiah Briscoe,2003,NA,1835
7449,Gary Trent Jr,2003,NA,1836
7450,Chimezie Metu,2003,NA,1837
7451,Brad Wanamaker,2003,NA,1838
7452,Johnathan Williams,2003,NA,1839
7453,Jaylen Adams,2003,NA,1840
7454,Theo Pinson,2003,NA,1841
7455,Joe Chealey,2003,NA,1842
7456,JP Macura,2003,NA,1843
7457,Rawle Alkins,2003,NA,1844
7458,Billy Preston,2003,NA,1845
7459,Kostas Antetokounmpo,2003,NA,1846
7460,Daryl Macon,2003,NA,1847
7461,DeVaughn Akoon-Purcell,2003,NA,1848
7462,Thomas Welsh,2003,NA,1849
7463,Keenan Evans,2003,NA,1850
7464,Zach Lofton,2003,NA,1851
7465,Marcus Derrickson,2003,NA,1852
7466,Gary Clark,2003,NA,1853
7467,Vincent Edwards,2003,NA,1854
7468,Angel Delgado,2003,NA,1855
7469,Yuta Watanabe,2003,NA,1856
7470,Yante Maten,2003,NA,1857
7471,Duncan Robinson,2003,NA,1858
7472,Trevon Duval,2003,NA,1859
7473,Jared Terrell,2003,NA,1860
7474,Trevon Bluiett,2003,NA,1861
7475,Allonzo Trier,2003,NA,1862
7476,Deonte Burton,2003,NA,1863
7477,Tyler Davis,2003,NA,1864
7478,Troy Caupain,2003,NA,1865
7479,Shake Milton,2003,NA,1866
7480,George King,2003,NA,1867
7481,Drew Eubanks,2003,NA,1868
7482,Jordan Loyd,2003,NA,1869
7483,Wenyen Gabriel,2003,NA,1870
7484,Nuni Omot,2003,NA,1871
7485,Shaquille O'Neal,2004,24749999,2
7486,Kevin Garnett,2004,28000000,1
7487,Alonzo Mourning,2004,4917000,128
7488,Juwan Howard,2004,4917000,128
7489,Scottie Pippen,2004,4917000,128
7490,Karl Malone,2004,1500000,266
7491,Larry Johnson,2004,NA,455
7492,Gary Payton,2004,4917000,128
7493,Rasheed Wallace,2004,17000000,4
7494,Shawn Kemp,2004,14941935,7
7495,Damon Stoudamire,2004,12375000,28
7496,Antonio McDyess,2004,13500000,13
7497,Ray Allen,2004,13500000,13
7498,Antoine Walker,2004,13500000,13
7499,Stephon Marbury,2004,13500000,13
7500,Vlade Divac,2004,12051510,31
7501,Bryant Reeves,2004,NA,456
7502,Tom Gugliotta,2004,11670000,34
7503,Nick Van Exel,2004,11956625,32
7504,Elden Campbell,2004,4000000,154
7505,Terrell Brandon,2004,11100000,39
7506,Derrick Coleman,2004,4000000,154
7507,Glenn Robinson,2004,10730000,44
7508,Steve Smith,2004,1070000,307
7509,Kerry Kittles,2004,9266666,48
7510,Chris Dudley,2004,NA,457
7511,Theo Ratliff,2004,10156250,45
7512,Matt Geiger,2004,NA,458
7513,Jason Kidd,2004,13152000,24
7514,Kenny Anderson,2004,1070000,307
7515,Tyrone Hill,2004,221829,442
7516,Clifford Robinson,2004,4700000,134
7517,Jamal Mashburn,2004,8525000,53
7518,Steve Nash,2004,5750000,91
7519,Alan Henderson,2004,7682188,64
7520,Donyell Marshall,2004,4605196,135
7521,Marcus Camby,2004,7250000,67
7522,Greg Ostertag,2004,8666666,51
7523,Luc Longley,2004,NA,459
7524,P.J. Brown,2004,NA,460
7525,Jermaine O'Neal,2004,13152000,24
7526,Erick Dampier,2004,7842000,60
7527,Wesley Person,2004,7700000,63
7528,Isaac Austin,2004,NA,461
7529,Loy Vaught,2004,NA,462
7530,Derrick McKey,2004,NA,463
7531,Robert Horry,2004,4500000,139
7532,Jim McIlvaine,2004,NA,464
7533,Jerry Stackhouse,2004,6906250,72
7534,Charlie Ward,2004,6030000,87
7535,Dale Davis,2004,9061875,49
7536,Lorenzen Wright,2004,6600000,76
7537,Mookie Blaylock,2004,NA,465
7538,Chris Mills,2004,6600000,76
7539,Chris Childs,2004,1166667,292
7540,Darrell Armstrong,2004,2475000,208
7541,Bryon Russell,2004,1070000,307
7542,Brent Barry,2004,5400000,110
7543,Jason Caffey,2004,5687500,94
7544,Vitaly Potapenko,2004,5715000,92
7545,Bob Sura,2004,6266666,81
7546,Walt Williams,2004,NA,466
7547,Scott Williams,2004,1070000,307
7548,Sam Cassell,2004,5062500,115
7549,Michael Olowokandi,2004,4917000,128
7550,Elton Brand,2004,10960000,41
7551,Eric Williams,2004,5540000,98
7552,Travis Best,2004,938679,331
7553,Michael Stewart,2004,4480000,141
7554,Derek Strong,2004,NA,467
7555,Mike Bibby,2004,9500000,47
7556,Rick Fox,2004,4734797,133
7557,Steve Francis,2004,10960000,41
7558,Derek Fisher,2004,3000000,179
7559,Eric Snow,2004,4500000,139
7560,Ervin Johnson,2004,4418156,142
7561,Brent Price,2004,NA,468
7562,Travis Knight,2004,4402500,143
7563,Raef LaFrentz,2004,8178750,55
7564,Tracy Murray,2004,143537,447
7565,Tyrone Nesby,2004,NA,469
7566,Baron Davis,2004,10960000,41
7567,Vonteego Cummings,2004,NA,470
7568,David Wesley,2004,3960000,156
7569,Dean Garrett,2004,NA,471
7570,Antawn Jamison,2004,11326219,36
7571,Walter McCarty,2004,1200000,288
7572,Anthony Peeler,2004,1070000,307
7573,Lamar Odom,2004,9963596,46
7574,Cedric E. Henderson,2004,NA,472
7575,Lawrence Funderburke,2004,3600000,163
7576,Lindsey Hunter,2004,3000000,179
7577,Malik Rose,2004,4916250,132
7578,Vince Carter,2004,11326219,36
7579,Jonathan Bender,2004,5800000,90
7580,Dell Curry,2004,NA,473
7581,Robert Traylor,2004,825000,347
7582,Othella Harrington,2004,2925000,186
7583,Wally Szczerbiak,2004,8000000,57
7584,Terry Porter,2004,NA,474
7585,Rodney Rogers,2004,3075600,173
7586,Jamie Feick,2004,NA,475
7587,Eric Montross,2004,2960000,183
